Rez.Descriere, Rez.Pret euro ,Rez.Stare,Rez.Suprafata
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",145000.00 ,Dec.,61 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",147000.00 ,Semidec.,40.8 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",150000.00 ,Dec.,55 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",160000.00 ,Semidec.,53 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",167900.00 ,Semidec.,56 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",172900.00 ,Semidec.,52 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",174900.00 ,Semidec.,60 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",185000.00 ,Semidec.,56.51 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",210000.00 ,Semidec.,66 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Calea Turzii",110000.00 ,,
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Calea Turzii",119000.00 ,Semidec.,38.7 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Calea Turzii",143000.00 ,Dec.,63 mp
"Apartament 2 camere de vanzare in Buna Ziua, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Calea Turzii",189000.00 ,Semidec.,75 mp
"Apartament 2 camere de vanzare in Centru, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Calea Turzii",77000.00 ,Semidec.,39 mp
"Apartament 2 camere de vanzare in Centru, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",106990.00 ,Semidec.,38 mp
"Apartament 2 camere de vanzare in Centru, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",108900.00 ,Semidec.,47 mp
"Apartament 2 camere de vanzare in Centru, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",114900.00 ,Semidec.,45 mp
"Apartament 2 camere de vanzare in Centru, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",121140.00 ,Semidec.,40.38 mp
"Apartament 2 camere de vanzare in Centru, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",124900.00 ,Semidec.,43 mp
"Apartament 2 camere de vanzare in Centru, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",129900.00 ,Semidec.,45 mp
"Apartament 2 camere de vanzare in Centru, Cluj Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",130000.00 ,Semidec.,50 mp
